work_id,name,artist_id,style,museum_id
198625,"Nude Lying on a Couch",853,Impressionism,51
18092,"Melon and Bowl of Figs",829,Impressionism,NULL
7585,"Nude Standing Before a Mirror",853,Impressionism,35
18094,"Norman Landscape",829,Impressionism,NULL
7587,"Portrait of Vincent Van Gogh",853,Impressionism,43
18096,"Nude on a Couch",829,Impressionism,NULL
7589,"Reine De Joie",853,Impressionism,NULL
18098,Oarsmen,829,Impressionism,NULL
130153,"A Canal in Venice",741,Pointillism,NULL
18100,"Orange Trees",829,Impressionism,NULL
130164,"Canal a` Venise (Campo San Barnaba)",741,Pointillism,NULL
18102,"Paris Street, Rainy Weather",829,Impressionism,68
24007,"Clearing in Provence",741,Pointillism,NULL
23720,"A Bay with Cliffs",645,Realism,NULL
24009,"Cypress Trees at Cagnes",741,Pointillism,49
23722,"A Brook in a Clearing",645,Realism,35
130219,"E´tude Pour La Baie de Cavalie`re",741,Pointillism,NULL
23724,"A Gorge in the Jura",645,Realism,NULL
130208,"E´tude Pour L'air du soir, Pins et Sous-Bois",741,Pointillism,NULL
171052,"A Mill in a Rocky Landscape",645,Realism,NULL
130175,"Etude Pour Le Lesteur",741,Pointillism,NULL
130230,"Etude Pour Le Tamaris, Le Baigneur",741,Pointillism,NULL
171225,"A Pedestrian Bridge and a Mountain Waterfall",645,Realism,NULL
130381,"E´tude Pour Les che`vres",741,Pointillism,NULL
23728,"After the Hunt",645,Realism,35
24011,"Evening Breeze",741,Pointillism,49
23730,"Alphonse Promayet",645,Realism,35
130318,"Kap Layet",741,Pointillism,NULL
23732,"Autumn Sea",645,Realism,NULL
130241,"La Fuite des Nymphes",741,Pointillism,NULL
23734,"Beach in Normandy",645,Realism,46
24013,"La Maison Rose",741,Pointillism,49
23736,"Beach Scene",645,Realism,47
130372,"La Petite Maison a` Saint-Clair",741,Pointillism,NULL
171061,"Beach Scene with a Boat",645,Realism,NULL
24015,"La Plage de Saint-Clair",741,Pointillism,49
130327,"Les Andelys, Chateau Gaillard, Seine",741,Pointillism,NULL
130336,"Mother and Infant",741,Pointillism,NULL
24017,"Pines Along the Shore",741,Pointillism,35
130263,Pins,741,Pointillism,NULL
130274,"Ponte Moro, Rio Grimani (Venise)",741,Pointillism,NULL
24019,"Regatta in Venice",741,Pointillism,NULL
130285,"Route du Lavandou vers Saint-Clair",741,Pointillism,NULL
130363,"Study for The Joyful Bathing",741,Pointillism,NULL
130296,"The Chain of the Moors",741,Pointillism,NULL
24021,"The Flowered Terrace",741,Pointillism,NULL
130186,"The Glade",741,Pointillism,NULL
130345,"The Promenade",741,Pointillism,NULL
130354,"Two Women by the Shore",741,Pointillism,51
24023,"Valley with Fir (Shade on the Mountain)",741,Pointillism,35
130307,"Vue du Bassin de Saint-Marc",741,Pointillism,NULL
26075,"A Basket of Roses",786,Realism,47
26079,"A Studio on the Batignolles",786,Realism,49
26081,"Asters and Fruit on a Table",786,Realism,35
26083,"Basket of Roses",786,Realism,NULL
171357,"Bouquet de Roses Variees et Oeillets",786,Realism,NULL
26085,"By the Table",786,Realism,49
171431,Dahlias,786,Realism,NULL
23738,"Bonjour Monsieur Courbet",645,Realism,NULL
23740,"Bouquet of Flowers in a Vase",645,Realism,55
26087,"Dahlias, Raisins et Peches",786,Realism,NULL
171442,"Fleurs de Printemps avec une Tasse et une Soucoupe",786,Realism,NULL
23742,"Chillon Castle",645,Realism,NULL
171452,"Fleurs de Printemps",786,Realism,NULL
171088,"Cliffs at Etretat",645,Realism,NULL
23744,"Cliffs by the Sea in the Snow",645,Realism,NULL
171097,"Cliffs of Etretat",645,Realism,53
26089,"Fleurs et Fruits",786,Realism,NULL
26091,"Flowers and Fruit",786,Realism,49
26095,"Flowers and Fruit",786,Realism,49
23746,"Coast Scene",645,Realism,67
26097,Hollyhocks,786,Realism,NULL
23748,"Deer in the Forest",645,Realism,NULL
26099,"La Table Garnie",786,Realism,NULL
23750,"Deer Running in the Snow",645,Realism,NULL
204911,"Marie-Yolande de Fitz-James",786,Realism,53
23752,"Effect of Snow",645,Realism,NULL
171368,"Panier de Dahlias",786,Realism,NULL
171169,"Fagots Carrier in a Snowy Landscape",645,Realism,NULL
171379,"Panier de Fleurs",786,Realism,NULL
23754,"Fishing Boats on the Deauville Beach",645,Realism,NULL
171472,Peches,786,Realism,49
171151,"Forest Edge",645,Realism,NULL
23758,"Fox Caught in a Trap",645,Realism,NULL
23756,"Fox in the Snow",645,Realism,NULL
171401,Peches,786,Realism,NULL
171412,Pommes,786,Realism,NULL
171070,"Hunters in Snow",645,Realism,NULL
26101,Poppies,786,Realism,NULL
23760,"Jo, The Irish Beauty",645,Realism,35
26103,"Portrait of Mlle C. D",786,Realism,49
23764,Landscape,645,Realism,47
26105,"Retrato de M. e Mme Edwards",786,Realism,62
26107,Roses,786,Realism,NULL
171216,"Landscape Near Ornans",645,Realism,NULL
26109,"Roses and Lilies",786,Realism,35
184159,"A Gypsy Dancing the Zorongo",745,Romanticism,NULL
171462,"Roses the dans une Flute a Champagne",786,Realism,NULL
184173,"Christ's Entry into Jerusalem",745,Romanticism,NULL
171423,Roses,786,Realism,35
25995,"Dante and Virgil in the Ninth Circle of Hell",745,Romanticism,NULL
25997,"Flower Sellers of London",745,Romanticism,NULL
184166,"La Promenade",745,Romanticism,NULL
26111,"Still Life",786,Realism,46
26113,"Still Life",786,Realism,NULL
145904,"Barques Blanches au Clair de Lune",696,Post-Impressionism,NULL
25999,"La Siesta, Memory of Spain",745,Romanticism,NULL
26001,"Landscape in Scotland",745,Romanticism,NULL
146873,"Bassin de Trianon a L'Automne",696,Post-Impressionism,NULL
26003,"Le Christ Quittant Le Pretoire",745,Romanticism,NULL
147325,"Bassin de Trianon",696,Post-Impressionism,NULL
26005,"Les Saltimbanques",745,Romanticism,NULL
145915,"Bassin, Lentilles Vertes",696,Post-Impressionism,NULL
26007,"Paolo and Francesca da Rimini",745,Romanticism,NULL
145926,"Bateaux a Treport",696,Post-Impressionism,NULL
184152,"Puss in Boots",745,Romanticism,NULL
147521,"Bateaux dans la Lagune, Etaples",696,Post-Impressionism,NULL
26011,"Soir en Alsace",745,Romanticism,NULL
145937,"Canal avec Maison Blanche, Harfleur",696,Post-Impressionism,NULL
184145,"Souvenir de Loch Carron, Ecosse",745,Romanticism,NULL
207297,"Canal in Autumn",696,Post-Impressionism,53
27583,"Dejanira (Autumn)",724,Symbolism,55
27585,Galatea,724,Symbolism,NULL
147557,"Canal in Bruges, Winter",696,Post-Impressionism,NULL
27587,"Oedipus and the Sphinx",724,Symbolism,NULL
145948,"Champ de Coqueliquots",696,Post-Impressionism,NULL
145959,"Ciel de Printemps, Gerberoy",696,Post-Impressionism,NULL
146884,"Fenetre a L'Automne",696,Post-Impressionism,NULL
27589,Orpheus,724,Symbolism,49
27591,"Saint George and the Dragon",724,Symbolism,47
30322,"A Corner of the Artist's Room in Paris",682,Nabi,NULL
146895,"Fenetre au Crepuscule, Villefranche-sur-Mer",696,Post-Impressionism,NULL
207970,"Girl with a Blue Scarf",682,Nabi,30
145970,"Fenetre sur le Port, Honfleur",696,Post-Impressionism,NULL
207415,Interior,682,Nabi,53
145981,Floraison,696,Post-Impressionism,NULL
129575,"Interior with Figures",682,Nabi,32
145992,"Fog in the Midi",696,Post-Impressionism,NULL
170009,"Portrait of a Girl",682,Nabi,NULL
146003,"Fountain Court, Hampton Court",696,Post-Impressionism,NULL
170031,"Portrait of a Young Nun",682,Nabi,NULL
147334,"Heure Recueillir",696,Post-Impressionism,NULL
129564,"Taking Tea",682,Nabi,NULL
146014,"Houses in Bruges",696,Post-Impressionism,NULL
170020,"The Convalescent",682,Nabi,47
146906,"Interieur, Lumiere de la Fenetre",696,Post-Impressionism,NULL
30324,"Vase of Flowers",682,Nabi,NULL
146047,"La Barrie`re Verte",696,Post-Impressionism,NULL
191070,"A Fresh Breeze",629,Realism,NULL
146058,"La Fenetre, Gisors",696,Post-Impressionism,NULL
191005,"A Young Woman in a Norwegian Fjord Landscape",629,Realism,NULL
146928,"La Fontaine, Saint Paul de Vence",696,Post-Impressionism,NULL
146939,"La GLoriette, Gerberoy",696,Post-Impressionism,NULL
190992,"A Young Woman in the Meadow",629,Realism,NULL
191079,"By the Fjord",629,Realism,NULL
191115,"By the Water's Edge",629,Realism,NULL
191106,"Figures in a Rowing Boat on a Fjord",629,Realism,NULL
191088,"Fiord with Sailing Boat",629,Realism,NULL
191133,"Fjord Landscape with Norwegian Girl",629,Realism,NULL
191052,"Girl Beside a Fjord",629,Realism,NULL
191016,"Girl by a Mountain Lake",629,Realism,NULL
191142,"Herdswoman Returning Home",629,Realism,NULL
191151,"Norwegian Girl",629,Realism,NULL
191025,"Peasant Girl",629,Realism,NULL
190981,"Rowing on a Fjord",629,Realism,NULL
191160,"Summer in the Fjord",629,Realism,NULL
191034,"Summer in the Mountains, Norway",629,Realism,NULL
191097,"The Eager Return",629,Realism,NULL
191043,"The Young Harvester",629,Realism,NULL
191061,"Young Girl by a Fjord",629,Realism,NULL
191124,"Young Norwegian Woman on the Bank of a Fjord",629,Realism,NULL
26725,"Derick Berck of Cologne",848,Renaissance,35
26731,"Lady Guildford (Mary Wotton)",848,Renaissance,35
26733,"Lady Lee (Margaret Wyatt)",848,Renaissance,35
26735,"Lady Rich (Elizabeth Jenks)",848,Renaissance,35
26739,"Portrait of a 28-Year-Old Man at His Desk",848,Renaissance,NULL
147368,"La Jeune Berge`re",696,Post-Impressionism,NULL
26743,"Portrait of a Lady with a Squirrel and a Starling",848,Renaissance,47
146917,"L'Allee Verte",696,Post-Impressionism,NULL
26745,"Portrait of a Young Woman",848,Renaissance,35
26761,"Portrait of Henry VIII, King of England",848,Renaissance,56
169210,"Portrait of Hermann Von Wedigh III",848,Renaissance,NULL
169221,"Sir Thomas More",848,Renaissance,NULL
26779,"The Ambassadors",848,Renaissance,47
169201,"The Merchant Georg Gisze",848,Renaissance,40
146025,"L'Église de Dolceacqua",696,Post-Impressionism,NULL
27609,"A Young Man at Prayer",510,Renaissance,47
147359,"L'Entre´e de Village, Gerberoy",696,Post-Impressionism,NULL
27615,"Mary of Burgundy",510,Renaissance,35
147566,"L'Horloge de la Place Saint Marc",696,Post-Impressionism,NULL
146036,"L'Impasse, Gerberoy",696,Post-Impressionism,NULL
142554,"Aix-les-Bains, Jardin au Bord du Lac",536,Post-Impressionism,NULL
143765,"Attelage sur une Route Ensoleillee",536,Post-Impressionism,NULL
143395,"Au Bord de la Marne",536,Post-Impressionism,NULL
143404,"Auf der Grunen Bank, Sanary",536,Post-Impressionism,NULL
27617,"Portrait of a Man Seated in an Armchair",510,Renaissance,NULL
142565,"Baigneuses dans un Paysage",536,Post-Impressionism,NULL
27619,"Portrait of a Woman",510,Renaissance,35
27621,"Portrait of a Young Man",510,Renaissance,35
27623,"Portrait of an Old Man",510,Renaissance,35
143776,"Bouquet de Fleurs",536,Post-Impressionism,NULL
27627,"The Annunciation",510,Renaissance,NULL
142576,"Cannes, Parasol Bleu et Tentes",536,Post-Impressionism,NULL
144490,"Composition Florable aux Dahlias",536,Post-Impressionism,NULL
142587,"Coucher de Soleil sur Pont-Aven",536,Post-Impressionism,NULL
142598,"Coupe de Dahlias",536,Post-Impressionism,NULL
144499,"Croquet sur la Plage",536,Post-Impressionism,NULL
142609,"Dans le Jardin de Montevrain",536,Post-Impressionism,NULL
142620,"Depart de Regates dans le Midi, St. Tropez",536,Post-Impressionism,NULL
142653,"Environs de Montevrain",536,Post-Impressionism,NULL
143413,"Deux Vases de Fleurs",536,Post-Impressionism,NULL
143431,"Es Andelys, La Famille Lebasque au Bord de L'Eau",536,Post-Impressionism,NULL
143422,"En Barque sur la Marne",536,Post-Impressionism,NULL
142664,"Femme a la Guitare (Nono)",536,Post-Impressionism,NULL
143798,"Femme a l'Ombrelle sur la Plage",536,Post-Impressionism,NULL
143809,"Femme Assise au Chapeau Blanc",536,Post-Impressionism,NULL
142631,"Enfants dans une Prairie",536,Post-Impressionism,NULL
143829,"Femme Assise dans le Jardin",536,Post-Impressionism,NULL
143840,"Femme au Chale Fleuri",536,Post-Impressionism,NULL
143440,"Femme dans un Fauteuil",536,Post-Impressionism,NULL
142675,"Femme dans un Jardin",536,Post-Impressionism,NULL
142642,"Environs de Cannes",536,Post-Impressionism,NULL
143851,"Femme Devant la Fenetre a l'Ile d'Yeu",536,Post-Impressionism,NULL
142686,"Femme et Fillette a la Fenetre",536,Post-Impressionism,NULL
142697,"Femme Etendue Sous un Arbre",536,Post-Impressionism,NULL
144508,"Femme Nue",536,Post-Impressionism,NULL
132733,"Apricots, Almonds and White Pot",580,Post-Impressionism,NULL
132832,Bathers,580,Post-Impressionism,NULL
132508,"Blooming Mimosas",580,Post-Impressionism,NULL
7723,"The Ship &quot;Maria&quot; in the Storm",633,NULL,NULL
132843,"Bouquet of Roses in a White Vase",580,Post-Impressionism,NULL
132751,"By Boat on the Marne",580,Post-Impressionism,NULL
7725,"Vessels in a Swell at Sunset",633,NULL,41
132398,"Carp and Coffee Grinder",580,Post-Impressionism,NULL
7727,"View of Constantinople and the Bosphorus",633,NULL,NULL
132299,Cassis,580,Post-Impressionism,NULL
7729,"View of the Big Cascade in Petergof",633,NULL,34
132876,"Children Struggling",580,Post-Impressionism,NULL
7731,"Winter Landscape",633,NULL,NULL
132310,"Colombier, La Voile Blanche",580,Post-Impressionism,NULL
184282,"A Summer Day, Merikiul",801,NULL,NULL
207987,"Couseuse Rouge Jeanne",580,Post-Impressionism,NULL
184289,"At the Edge of a Birch Grove",801,NULL,NULL
132854,Dahlias,580,Post-Impressionism,NULL
184211,"At the Edge of the Pine Forest",801,NULL,NULL
132706,"Dahlias on the Terrasse de L'Oustalet, Saint-Tropez",580,Post-Impressionism,NULL
184218,Autumn,801,NULL,NULL
132865,"Daturas and Narcissuses",580,Post-Impressionism,NULL
28915,"Brook in Birch Forest",801,NULL,NULL
132742,Dormeuse,580,Post-Impressionism,NULL
28917,"Brook in Forest",801,NULL,NULL
132321,"Dream Landscape in Colombier",580,Post-Impressionism,NULL
28919,Expanse,801,NULL,NULL
132898,Interieur,580,Post-Impressionism,NULL
132909,"Jeanne a` l'ombrelle, Cavalie`re",580,Post-Impressionism,NULL
132365,"Jeanne Allongee Sur un Canape",580,Post-Impressionism,NULL
184296,"Forest Brook",801,NULL,NULL
132920,"Jeanne dans le Jardin de Neuilly",580,Post-Impressionism,NULL
184352,"Forest Clearing",801,NULL,NULL
132931,"Jeanne dans un Transat a L'Oustalet",580,Post-Impressionism,NULL
184225,"Forest Clearing",801,NULL,NULL
132376,"Jeanne Devant la Nature Morte",580,Post-Impressionism,NULL
184331,"Forest Flowers",801,NULL,NULL
132387,"La Baidnade, Colombier",580,Post-Impressionism,NULL
184303,"Forest Landscape",801,NULL,NULL
208052,"La Baigneuse",580,Post-Impressionism,37
184232,"Forest Stream",801,NULL,NULL
132942,"La Breste, Maison Rouge, Environs de Marseille",580,Post-Impressionism,NULL
184260,"Haystacks, Preobrazhenskoe",801,NULL,NULL
132409,"La Femme Olivier a St. Tropez",580,Post-Impressionism,NULL
28921,"In Oak Forest",801,NULL,NULL
132420,"La Maison dans la Foret, Saint-Tropez",580,Post-Impressionism,NULL
184310,"In the Woods",801,NULL,NULL
132953,"La Maison dans les Arbres, Villecroze",580,Post-Impressionism,NULL
184239,"Mast Pine Forest in Viatka Province",801,NULL,NULL
208020,"La Maison de Signac, Saint-Tropez",580,Post-Impressionism,NULL
28923,"Mast Tree Grove",801,NULL,NULL
132431,"La Robe de Chambre Rouge",580,Post-Impressionism,NULL
184246,"Merikyul Landscape",801,NULL,NULL
132769,"L'Odalisque, Grenouillette",580,Post-Impressionism,NULL
184253,"River on the Edge of a Wood",801,NULL,NULL
20582,"A Carnival Evening",807,Avant-Garde,67
184317,"Rowan Trees in Autumn",801,NULL,NULL
20584,"A Centennial of Independence",807,Avant-Garde,55
28929,Rye,801,NULL,NULL
20586,"A Womans Portrait",807,Avant-Garde,NULL
184324,"Sandy Coastline",801,NULL,NULL
195489,"Bouquet of Flowers",807,Avant-Garde,51
184363,Siverskaya,801,NULL,NULL
20590,"Bouquet of Flowers",807,Avant-Garde,62
184338,Sukhostoi,801,NULL,NULL
20592,"Bouquet of Flowers with an Ivy Branch",807,Avant-Garde,NULL
184372,"The Brook",801,NULL,NULL
195477,"Bouquet of Flowers with China Asters and Tokyos",807,Avant-Garde,51
184267,"The Clearing",801,NULL,NULL
28931,"The First Snow",801,NULL,NULL
20588,"Bouquet of Flowers",807,Avant-Garde,NULL
184274,"The Forest Clearing",801,NULL,NULL
20594,"Child with Puppet (To Celebrate the Baby)",807,Avant-Garde,NULL
28933,"The Kama River Near Elabuga",801,NULL,NULL
20596,"Combat of a Tiger and a Buffalo",807,Avant-Garde,34
123999,"A Man Doing Accounts",762,Expressionism,NULL
20598,"Eve and the Serpent",807,Avant-Garde,NULL
124059,"For the Road",762,Expressionism,NULL
20600,"Exotic Landscape",807,Avant-Garde,46
124019,Giant-Reading,762,Expressionism,NULL
20602,"Fight Between a Tiger and a Buffalo",807,Avant-Garde,53
124068,"Glory to the Brave Singer",762,Expressionism,NULL
20604,"Forest Promenade",807,Avant-Garde,NULL
124113,"The Basin in Which Pilate Washed His Hands",762,Expressionism,NULL
20606,"Forest Rendezvous",807,Avant-Garde,46
124077,"The Cat Among the Stars",762,Expressionism,NULL
20608,"Happy Quartet",807,Avant-Garde,NULL
124039,"The Light of Towns",762,Expressionism,NULL
20610,"Horse Attacked by a Jaguar",807,Avant-Garde,31
124086,"The Little One",762,Expressionism,NULL
195559,"Landscape and Four Fisherman",807,Avant-Garde,51
124095,"The Princess of the Circus",762,Expressionism,NULL
195570,"Landscape and Four Young Girls",807,Avant-Garde,51
124104,"The Western Ocean",762,Expressionism,NULL
20612,"Landscape on the Banks of the Bievre at Becetre, Spring",807,Avant-Garde,35
160815,"Salome with the Head of John the Baptist",874,Renaissance,43
20614,"Landscape on the Banks of the Oise, Area of Chaponval",807,Avant-Garde,NULL
160825,"Saul and the Witch of Endor",874,Renaissance,43
20616,"Landscape with Factory",807,Avant-Garde,NULL
160532,"The Crucifixion",874,Renaissance,43
20618,"Landscape with Farmer",807,Avant-Garde,NULL
188479,"A Landscape with a Ruined Building",703,Baroque,NULL
20620,"Liberty Inviting Artists",807,Avant-Garde,NULL
188484,"A Landscape with a Ruined Castle and a Church",703,Baroque,NULL
20622,"Luxembourg Garden",807,Avant-Garde,34
188489,"A Panoramic View of Amsterdam Looking Towards-the-Ij",703,Baroque,NULL
20624,Meadowland,807,Avant-Garde,NULL
188494,"A Ruined Castle Gateway",703,Baroque,NULL
195513,"Monkeys and Parrot in the Virgin Forest",807,Avant-Garde,51
188499,"A Waterfall at the Foot of a Hill Near a Village",703,Baroque,NULL
20626,"Myself, Landscape Portrait",807,Avant-Garde,NULL
188504,"A Waterfall in a Rocky Landscape",703,Baroque,NULL
20628,"Notre Dame, View of the Ile Saint-Louis",807,Avant-Garde,NULL
160540,"Bentheim Castle",703,Baroque,43
20630,"Old Junior's Cart",807,Avant-Garde,NULL
157804,"Bridge with a Sluice",703,Baroque,55
145298,"Audierne, Le phare",623,Impressionism,NULL
207284,"Landscape with a Church by a Torrent",703,Baroque,53
145307,"Baie de Trouville, Cotentin",623,Impressionism,NULL
157814,"Landscape with a Wheatfield",703,Baroque,55
144693,"Barques de Peche Pres de la Cote Bretonne",623,Impressionism,NULL
144704,"Basse Mer, Le Soir",623,Impressionism,NULL
160548,"Landscape with Waterfall",703,Baroque,43
145316,"Bateaux de Peche, Audierne",623,Impressionism,NULL
188509,"Mountain Torrent",703,Baroque,NULL
188514,"The Great Oak",703,Baroque,NULL
144715,"Bateaux de Peche en Bretagne",623,Impressionism,NULL
188519,"The Shore at Egmond Aan Zee",703,Baroque,NULL
145496,"Bateaux de Peche",623,Impressionism,NULL
160835,"The Windmill at Wijk bij Duurstede",703,Baroque,43
144726,"Bords de l'Eure",623,Impressionism,NULL
145325,"Bretagne, La Cote Ensoleillee",623,Impressionism,NULL
188524,"Three Watermills with Washerwomen",703,Baroque,NULL
145507,"Bretonnes au Bord de la Riviere",623,Impressionism,NULL
188529,"Two Watermills and an Open Sluice at Singraven",703,Baroque,NULL
145334,"Bretonse Meisjes",623,Impressionism,NULL
157666,"Two Watermills and an Open Sluice",703,Baroque,55
144737,"Chemin au Bord de la Mer",623,Impressionism,NULL
188534,"Vessels in a Fresh Breeze",703,Baroque,NULL
144748,"Chemin dans la Landes, Bretagne",623,Impressionism,NULL
188539,"View of Grainfields with a Distant Town",703,Baroque,NULL
144759,"Cote Bretonne, Pêcheur",623,Impressionism,NULL
160965,"View of Haarlem from the Northwest, with the Bleaching Fields in the Foreground",703,Baroque,43
145343,"Cote de Bretagne",623,Impressionism,NULL
188544,"View of the River Lek and Vianen",703,Baroque,NULL
144770,"Cote de Bretagne",623,Impressionism,NULL
160556,"Winter Landscape",703,Baroque,43
145518,"Cote de Clohars, Finistere",623,Impressionism,NULL
207279,"Wooded and Hilly Landscape",703,Baroque,53
144781,"Falaises de Clohars-Carnoet",623,Impressionism,NULL
145529,"Falaises de Clohars, Finiste`re",623,Impressionism,NULL
17303,"A Bay Racehorse Held by a Trainer in an Extensive Landscape",771,Romanticism,NULL
145352,"Fenaison en Bretagne",623,Impressionism,NULL
17305,"A Dark Bay Hunter in an Extensive Landscape",771,Romanticism,NULL
145540,"Ferme em Bretagne",623,Impressionism,NULL
17307,"A Grey Pony and a Black Charger in a Stable",771,Romanticism,NULL
144792,"Foins au Port de Doelan",623,Impressionism,NULL
17309,"A Groom Mounted on a Chestnut Hunter, He Holds a Bay Hunter by the Reins",771,Romanticism,NULL
145361,"Gros Temps a Saint Grenoble, Pointe de Penmarc'h",623,Impressionism,NULL
17311,"A Groom with a String of Carthorses and a Dog, on a Country Road",771,Romanticism,NULL
144803,"Grosse Mer",623,Impressionism,NULL
17313,"A Hunting Dog",771,Romanticism,NULL
145562,"Ile de Groix, Pointe de l’Enfer",623,Impressionism,NULL
17315,"A Lady's Grey Hunter",771,Romanticism,NULL
145551,"Ile D'Ouessant",623,Impressionism,NULL
17317,"A Landscape with a Cart at a Ford, with Horses Watering",771,Romanticism,NULL
144814,"L'Anse de Fortz Guen, Finistere",623,Impressionism,NULL
17319,"A Lion and a Lioness in a Rocky Valley",771,Romanticism,NULL
144825,"L'Église de Tregunc, Finistere",623,Impressionism,NULL
17321,"A Pointer in a Landscape",771,Romanticism,NULL
145370,"L'Entree du port de Doelan, Finistere",623,Impressionism,NULL
17323,"A Rural Landscape with a Ploughman Resting with his Grey Horse, Cattle and Dog",771,Romanticism,NULL
17325,"Dash, a Setter in a Wooded Landscape",771,Romanticism,NULL
145573,"L'Hiver en Bretagne",623,Impressionism,NULL
17327,"Edinburgh and London Royal Mail",771,Romanticism,NULL
170904,"A Tethered Chestnut Horse in a Landscape",740,Orientalism,NULL
17329,"George Irving with his Black Hunter Beneath a Blasted Oak",771,Romanticism,NULL
170778,"Algerian Hunter with a Falcon",740,Orientalism,NULL
17331,"Giraffes with Impala in a Landscape",771,Romanticism,NULL
170787,"An Equestrian Portrait of Napoleon with a Battle Beyond",740,Orientalism,NULL
17333,"Gray Horse in the Meadow",771,Romanticism,NULL
206617,"Combat of a Greek and a Turk",740,NULL,53
17335,"Group of Whelps Bred Between a Lion and a Tigress",771,Romanticism,NULL
170913,"Death of Prince Poniatowski on October 19th, 1813",740,Orientalism,NULL
17337,Guanaco,771,Romanticism,NULL
170922,"Figures Before the Stable",740,Orientalism,NULL
17339,"Landing at Westminster Bridge",771,Romanticism,NULL
170796,"Gabriel Delessert in Shooting Attire",740,Orientalism,NULL
17341,"Lord Bingley's Hunter in a Wooded River Landscape",771,Romanticism,NULL
170805,"Horsemen and Arab Chiefs Listening to a Musician",740,Orientalism,NULL
17345,"Madame Vieyres and Her Daughters",771,Romanticism,NULL
17347,"Nine Greyhounds in a Landscape",771,Romanticism,NULL
17349,"Old Smithfield Market",771,Romanticism,NULL
17351,"The Chalon Family in London",771,Romanticism,NULL
170709,"Hunting in the Pontine Marshes",740,Orientalism,46
17353,"The Nubian Giraffe",771,Romanticism,NULL
170958,"Hunting Scene",740,Orientalism,NULL
17355,"The Wellesley Grey Arabian Led through the Desert",771,Romanticism,NULL
170814,"La Retraite",740,Orientalism,NULL
17359,"Two Bengal Tigers in a Savannah Landscape, with a Man in a Tree",771,Romanticism,NULL
170823,"Louis-Philippe et le Duc d'Orle´ans Devant le Chateau de Versailles",740,Orientalism,NULL
17361,"Two Horses and a Greyhound in a Landscape",771,Romanticism,NULL
170931,"Napoleon in Charleroi June 1815",740,Orientalism,NULL
17363,Vicunas,771,Romanticism,NULL
170740,"Oriental Warrior on Horseback",740,Orientalism,NULL
17365,"Wellesley Grey Arabian Horse",771,Romanticism,NULL
170720,"Polish Officer Lancer Resting During the Napoleonic Wars",740,Orientalism,NULL
5521,"Apelles Painting Campaspe in the Presence of Alexander the Great",720,Neo-Classicism,NULL
170832,"Portrait de Ferdinand-Philippe d'Orle´ans (1810-1842), duc de Chartres",740,Orientalism,NULL
5523,"Bonaparte Crossing the Grand Saint-Bernard Pass",720,Neo-Classicism,NULL
170760,"Portrait of a Lady",740,Orientalism,NULL
5525,"Children of Niobe",720,Neo-Classicism,NULL
5527,"Count Potocki",720,Neo-Classicism,NULL
5529,"Cupid and Psyche",720,Neo-Classicism,53
170769,"Portrait of an Arab",740,Orientalism,NULL
5531,"General Etienne-Maurice Gerard, Marshal of France",720,Neo-Classicism,35
170841,"Portrait of Charles Auguste de Beriot",740,Orientalism,NULL
5533,"Jacobus Blauw",720,Neo-Classicism,47
170850,"Portrait of Colonel Auguste Frederic Bon Amour",740,Orientalism,NULL
5535,"Madame Recamier",720,Neo-Classicism,NULL
170940,"Scene from the Russo-Turkish War",740,Orientalism,NULL
5537,"Mademoiselle Guimard as Terpsichore",720,Neo-Classicism,68
5539,"Male Nude Known as Hector",720,Neo-Classicism,NULL
5541,"Male Nude Known as Patroclus",720,Neo-Classicism,NULL
206605,"Self-Portrait in Rome",740,NULL,53
5543,"Mars Disarmed By Venus",720,Neo-Classicism,NULL
170967,Shipwreck,740,Orientalism,60
5545,"Napoleon at the St. Bernard Pass (Napoleon Crossing the Alps)",720,Neo-Classicism,NULL
170751,"The Angel of Death",740,Orientalism,NULL
5547,"Napoleon in His Study",720,Neo-Classicism,46
170984,"The Battle of Hanau",740,Orientalism,55
170991,"The Battle of Jemappes",740,Orientalism,NULL
5549,"Oath of the Horatii",720,Neo-Classicism,40
5551,"Portrait de Marie-Josephine Buron",720,Neo-Classicism,68
5553,"Portrait of a Young Woman in a Turban",720,Neo-Classicism,53
5555,"Portrait of Anne-Marie-Louise Thelusson",720,Neo-Classicism,NULL
5557,"Portrait of Antoine-Laurent and Marie-Anne Lavoisier",720,Neo-Classicism,35
5559,"Portrait of Cooper Penrose",720,Neo-Classicism,NULL
5561,"Portrait of Emilie Seriziat and Her Son",720,Neo-Classicism,40
5569,"Portrait of Jean-Pierre Delahaye",720,Neo-Classicism,60
5571,"Portrait of Madame Adelaide Pastoret",720,Neo-Classicism,68
5575,"Portrait of Pope Pius VII and Cardinal Caprara",720,Neo-Classicism,67
5573,"Portrait of Pope Pius VII",720,Neo-Classicism,40
5577,"Portrait of Suzanne Le Peletier de Saint-Fargeau",720,Neo-Classicism,55
5579,"Portrait of the Comtesse Vilain XIIII and Her Daughter",720,Neo-Classicism,47
5583,"Portrait of the Sisters Zenaide and Charlotte Bonaparte",720,Neo-Classicism,55
5589,Self-Portrait,720,Neo-Classicism,40
5591,"The Anger of Achilles",720,Neo-Classicism,NULL
26476,"La Mangeuse D'Huitres",502,Expressionism,NULL
