work_id,subject
135235,"Abstract/Modern Art"
21559,Dogs
135246,"Abstract/Modern Art"
21561,Deers
30094,"Abstract/Modern Art"
21561,Dogs
135159,"Abstract/Modern Art"
21567,Horses
135257,"Abstract/Modern Art"
135279,"Abstract/Modern Art"
135168,"Abstract/Modern Art"
135288,"Abstract/Modern Art"
135297,"Abstract/Modern Art"
135268,"Abstract/Modern Art"
30096,"Abstract/Modern Art"
135195,"Abstract/Modern Art"
135177,"Abstract/Modern Art"
135306,"Abstract/Modern Art"
135204,"Abstract/Modern Art"
135315,"Abstract/Modern Art"
135186,"Abstract/Modern Art"
7341,Portraits
7343,Portraits
7345,Portraits
7347,Portraits
7349,Portraits
206452,Portraits
7351,Portraits
7353,Portraits
7355,Portraits
7357,Portraits
7359,Portraits
7361,Portraits
7363,Portraits
7365,Portraits
7367,Portraits
7369,Portraits
7371,Portraits
7373,Portraits
7375,Portraits
7377,Portraits
7379,Portraits
7381,Portraits
206465,Portraits
7383,Portraits
7385,Portraits
7389,Portraits
7389,"U.S. Presidents"
21567,Tigers
7391,Portraits
21569,Deers
7391,"U.S. Presidents"
21569,Dogs
7393,Portraits
21575,Horses
7393,"U.S. Presidents"
21579,Horses
7395,Portraits
21581,Horses
7395,"U.S. Presidents"
21585,Horses
7387,Portraits
17660,Rivers/Lakes
7387,"U.S. Presidents"
17660,Winter
30114,"Abstract/Modern Art"
17668,Winter
30114,Still-Life
17670,Bridges
30116,"Abstract/Modern Art"
17704,Horses
30116,Still-Life
17714,Winter
30118,"Abstract/Modern Art"
30118,Still-Life
187320,"Abstract/Modern Art"
187320,Still-Life
23259,Gardens
187328,"Abstract/Modern Art"
23269,Musics
187328,Still-Life
23269,Still-Life
187336,"Abstract/Modern Art"
187336,Still-Life
187344,"Abstract/Modern Art"
187344,Still-Life
187352,"Abstract/Modern Art"
26984,Christianity
187352,Still-Life
26986,Christianity
187360,"Abstract/Modern Art"
26988,Christianity
187360,Still-Life
26992,Musics
187377,"Abstract/Modern Art"
119600,Christianity
187377,Still-Life
121340,Flowers
187387,"Abstract/Modern Art"
121362,Flowers
187387,Still-Life
183731,Flowers
187398,"Abstract/Modern Art"
183821,Nude
187398,Still-Life
183831,Nude
187408,"Abstract/Modern Art"
187408,Still-Life
187418,"Abstract/Modern Art"
187418,Still-Life
121373,Flowers
187428,"Abstract/Modern Art"
183741,Flowers
187428,Still-Life
183912,Gardens
187438,"Abstract/Modern Art"
183621,Nude
187438,Still-Life
139286,Flowers
187448,"Abstract/Modern Art"
139386,Nude
187448,Still-Life
139333,Nude
187458,"Abstract/Modern Art"
139242,Still-Life
187458,Still-Life
139304,Still-Life
187468,"Abstract/Modern Art"
187468,Still-Life
187478,"Abstract/Modern Art"
139264,Nude
187478,Still-Life
139395,Nude
187488,"Abstract/Modern Art"
139220,Seascapes
187488,Still-Life
139275,Nude
187498,"Abstract/Modern Art"
187498,Still-Life
187508,"Abstract/Modern Art"
187508,Still-Life
183086,"Jesus Christ"
187518,"Abstract/Modern Art"
30050,"Jesus Christ"
187518,Still-Life
183096,"Jesus Christ"
187528,"Abstract/Modern Art"
30052,Dancers
187528,Still-Life
30210,Rivers/Lakes
187538,"Abstract/Modern Art"
195388,Rivers/Lakes
187538,Still-Life
30230,Nude
187546,"Abstract/Modern Art"
30240,Rivers/Lakes
187546,Still-Life
30248,Architectures
189411,"Jesus Christ"
30256,Rivers/Lakes
17774,Portraits
30258,Rivers/Lakes
17794,Dogs
30260,Rivers/Lakes
17794,Portraits
21335,Dogs
17796,Dancers
17796,Portraits
17798,Portraits
17772,Portraits
17800,Portraits
21345,Musics
170395,Portraits
21355,Lovers
17804,Portraits
21359,Horses
17806,Portraits
17808,Portraits
17810,Portraits
17812,Portraits
206136,Portraits
17816,Portraits
21369,Portraits
24473,Summer
21371,Portraits
24487,Spring
26539,Christianity
24489,Summer
26539,"Jesus Christ"
24507,Winter
26541,Christianity
20566,Autumn/Fall
26541,"Jesus Christ"
20572,Spring
167737,Christianity
20574,Spring
167737,"Jesus Christ"
28421,Christianity
28421,"Jesus Christ"
26545,Musics
28431,Christianity
28433,Christianity
28441,Christianity
28443,Nude
26547,Christianity
28445,Christianity
199763,"Jesus Christ"
121543,Rivers/Lakes
193498,Architectures
121454,Bridges
193512,Architectures
121552,Rivers/Lakes
121488,Bridges
121510,Rivers/Lakes
121532,Bridges
121532,Rivers/Lakes
121579,Rivers/Lakes
170221,"Landscape Art"
170156,"Landscape Art"
170241,"Landscape Art"
144737,Autumn/Fall
170165,"Landscape Art"
145343,Seascapes
170172,"Landscape Art"
144770,Seascapes
170179,"Landscape Art"
170186,"Landscape Art"
145518,Seascapes
170193,"Landscape Art"
144781,Seascapes
170207,"Landscape Art"
170214,"Landscape Art"
170200,"Landscape Art"
170232,"Landscape Art"
145361,Seascapes
3419,Gardens
144803,Seascapes
3421,Flowers
145562,Seascapes
3421,Gardens
145551,Seascapes
3427,Gardens
144814,Seascapes
3437,Rivers/Lakes
145370,Seascapes
3449,Flowers
145573,Autumn/Fall
3449,Gardens
30925,Winter
18180,Gardens
30927,Rivers/Lakes
18048,Rivers/Lakes
26996,"Landscape Art"
18050,Rivers/Lakes
26998,"Landscape Art"
18052,Rivers/Lakes
27000,"Landscape Art"
18056,Flowers
27002,Autumn/Fall
18058,Rivers/Lakes
27002,"Landscape Art"
18070,Gardens
27004,"Landscape Art"
18072,Cafes/Bars
27004,Rivers/Lakes
18088,Nude
27006,"Landscape Art"
18096,Nude
27006,"Water Lilies"
18102,Lovers
27008,"Landscape Art"
23732,Autumn/Fall
27010,"Landscape Art"
23732,Seascapes
27010,Rivers/Lakes
23740,Flowers
27012,"Landscape Art"
23744,Winter
27014,"Landscape Art"
23748,Deers
7633,"Marine Art/Maritime"
23750,Deers
7633,Summer
23750,Winter
7635,"Marine Art/Maritime"
23752,Winter
7635,Seascapes
23756,Winter
7637,"Marine Art/Maritime"
171070,Winter
7639,"Marine Art/Maritime"
184173,"Jesus Christ"
7641,"Marine Art/Maritime"
26003,"Jesus Christ"
7643,"Marine Art/Maritime"
30324,Flowers
7645,"Marine Art/Maritime"
191070,Seascapes
7647,"Marine Art/Maritime"
191115,Rivers/Lakes
7649,"Marine Art/Maritime"
191106,Rivers/Lakes
7649,Seascapes
191088,Seascapes
7651,"Marine Art/Maritime"
190981,Rivers/Lakes
7653,"Marine Art/Maritime"
191160,Rivers/Lakes
7655,"Marine Art/Maritime"
191160,Summer
7657,"Marine Art/Maritime"
7659,"Marine Art/Maritime"
7661,"Marine Art/Maritime"
7663,"Marine Art/Maritime"
7665,"Marine Art/Maritime"
7667,Cafes/Bars
7667,Churches/Temples/Mosques
7667,"Marine Art/Maritime"
7669,"Marine Art/Maritime"
7669,Seascapes
7671,"Marine Art/Maritime"
7671,Seascapes
7673,"Marine Art/Maritime"
7673,Seascapes
7675,"Marine Art/Maritime"
7675,Winter
7677,"Marine Art/Maritime"
7679,"Marine Art/Maritime"
7681,"Marine Art/Maritime"
7683,"Marine Art/Maritime"
7683,Seascapes
7685,"Marine Art/Maritime"
7687,"Marine Art/Maritime"
7689,"Marine Art/Maritime"
7689,Seascapes
7691,"Marine Art/Maritime"
7693,"Marine Art/Maritime"
7695,"Marine Art/Maritime"
7695,Seascapes
7697,"Marine Art/Maritime"
7697,Seascapes
7701,"Marine Art/Maritime"
7699,"Marine Art/Maritime"
7703,"Marine Art/Maritime"
7703,Seascapes
7705,"Marine Art/Maritime"
7705,Seascapes
7707,"Marine Art/Maritime"
191097,Rivers/Lakes
7707,Seascapes
191124,Rivers/Lakes
7709,"Marine Art/Maritime"
26739,Portraits
7711,"Marine Art/Maritime"
26743,Portraits
7713,"Marine Art/Maritime"
26745,Portraits
7715,"Marine Art/Maritime"
26761,Portraits
7715,Seascapes
169210,Portraits
7717,"Marine Art/Maritime"
169221,Portraits
7717,Seascapes
27617,Portraits
7719,"Marine Art/Maritime"
27619,Portraits
7723,"Marine Art/Maritime"
7723,Seascapes
7725,"Marine Art/Maritime"
7725,Seascapes
27621,Portraits
7727,"Marine Art/Maritime"
27623,Portraits
7729,"Marine Art/Maritime"
27627,Christianity
7731,"Marine Art/Maritime"
7731,Winter
184282,"Landscape Art"
27629,Christianity
184282,Summer
169235,Christianity
184289,"Landscape Art"
27631,Christianity
184211,"Landscape Art"
27635,Christianity
184218,Autumn/Fall
169244,Christianity
184218,"Landscape Art"
27641,Christianity
28915,"Landscape Art"
21052,Winter
28917,"Landscape Art"
21054,Winter
28919,"Landscape Art"
21056,Rivers/Lakes
184296,"Landscape Art"
21056,Winter
184352,"Landscape Art"
191242,"Marine Art/Maritime"
184225,"Landscape Art"
191171,"Marine Art/Maritime"
184331,"Landscape Art"
191180,"Marine Art/Maritime"
184303,"Landscape Art"
184232,"Landscape Art"
184260,"Landscape Art"
28921,"Landscape Art"
191191,"Marine Art/Maritime"
184310,"Landscape Art"
191200,"Marine Art/Maritime"
184239,"Landscape Art"
191232,"Marine Art/Maritime"
28923,"Landscape Art"
184246,"Landscape Art"
184253,"Landscape Art"
184253,Rivers/Lakes
191257,"Marine Art/Maritime"
184317,Autumn/Fall
191223,"Marine Art/Maritime"
184317,"Landscape Art"
23406,Musics
28929,"Landscape Art"
23412,Musics
184324,"Landscape Art"
204660,Musics
184363,"Landscape Art"
23414,Musics
184338,"Landscape Art"
160795,"Landscape Art"
184372,"Landscape Art"
167363,"Landscape Art"
184267,"Landscape Art"
160516,"Landscape Art"
28931,"Landscape Art"
7559,Dogs
28931,Winter
184274,"Landscape Art"
28933,"Landscape Art"
7577,Musics
28933,Rivers/Lakes
7579,Dancers
124059,Horses
7583,Dogs
124086,Horses
198625,Nude
160815,Christianity
7585,Nude
160532,Christianity
130153,Rivers/Lakes
160532,"Jesus Christ"
130164,Rivers/Lakes
188479,"Landscape Art"
130241,Nude
188484,"Landscape Art"
130327,Rivers/Lakes
188489,"Landscape Art"
188494,"Landscape Art"
188499,"Landscape Art"
188504,"Landscape Art"
130274,Bridges
160540,"Landscape Art"
130363,Nude
157804,"Landscape Art"
24021,Flowers
207284,"Landscape Art"
24021,Gardens
157814,"Landscape Art"
160548,"Landscape Art"
188509,"Landscape Art"
188514,"Landscape Art"
130186,Nude
188519,"Landscape Art"
26075,Flowers
160835,"Landscape Art"
26081,Flowers
188524,"Landscape Art"
26081,Still-Life
188529,"Landscape Art"
26083,Flowers
157666,"Landscape Art"
171357,Flowers
188534,"Landscape Art"
171431,Flowers
188539,"Landscape Art"
26087,Flowers
160965,"Landscape Art"
171442,Flowers
188544,"Landscape Art"
171452,Flowers
160556,"Landscape Art"
26089,Still-Life
207279,"Landscape Art"
26091,Flowers
17303,Horses
26095,Flowers
17305,Horses
17307,Horses
17309,Horses
26095,Still-Life
17311,Dogs
26097,Flowers
17311,Horses
26099,Still-Life
17313,Dogs
17315,Horses
17317,Horses
17319,Tigers
17321,Dogs
204911,Portraits
171368,Flowers
17323,Dogs
171379,Flowers
17323,Horses
26101,Flowers
17325,Dogs
26103,Portraits
17327,Horses
26107,Flowers
17329,Horses
26109,Flowers
17333,Horses
171462,Flowers
17335,Tigers
171423,Flowers
17339,Bridges
171423,Still-Life
17341,Horses
17341,Rivers/Lakes
17347,Dogs
17355,Horses
26111,Still-Life
17359,Tigers
17361,Dogs
26113,Still-Life
17361,Horses
145937,Rivers/Lakes
17365,Horses
147557,Rivers/Lakes
5529,Lovers
147557,Winter
5529,Nude
145959,Spring
5539,Nude
146939,Gardens
5541,Nude
142554,Flowers
5543,Nude
142554,Gardens
5551,Portraits
5553,Portraits
5555,Portraits
142565,Nude
5559,Portraits
143776,Flowers
5561,Portraits
144490,Flowers
5569,Portraits
142598,Flowers
5571,Portraits
5575,Portraits
5573,Portraits
5577,Portraits
5579,Portraits
142609,Gardens
5583,Portraits
143413,Flowers
142664,Musics
5589,Portraits
143829,Gardens
123795,Autumn/Fall
143440,Nude
123795,"Landscape Art"
142675,Gardens
123702,"Landscape Art"
144508,Nude
123804,"Landscape Art"
132733,Still-Life
123711,"Landscape Art"
132832,Nude
123720,"Landscape Art"
132843,Flowers
132398,Still-Life
132854,Flowers
132706,Flowers
123729,"Landscape Art"
123729,Rivers/Lakes
123784,"Landscape Art"
123738,"Landscape Art"
132865,Flowers
123738,Rivers/Lakes
132742,Nude
123747,"Landscape Art"
132321,Gardens
123747,Rivers/Lakes
123756,"Landscape Art"
123756,Rivers/Lakes
123765,"Landscape Art"
132365,Still-Life
123774,"Landscape Art"
132920,Gardens
29157,Portraits
208052,Nude
29165,Seascapes
132769,Nude
29167,Seascapes
195489,Flowers
29163,Seascapes
20590,Flowers
28247,"U.S. Presidents"
20592,Flowers
185002,"U.S. Presidents"
195477,Flowers
28249,Still-Life
20588,Flowers
185013,Still-Life
20596,Tigers
20598,Nude
20602,Tigers
20610,Horses
185023,Still-Life
20610,Tigers
185033,Still-Life
20612,Spring
185043,"Landscape Art"
20622,Gardens
21655,Musics
145298,Seascapes
21657,Nude
145307,Seascapes
21671,Portraits
144704,Rivers/Lakes
21673,Portraits
193705,Portraits
193714,Portraits
193723,Portraits
145316,Seascapes
193732,Portraits
144715,Rivers/Lakes
193741,Portraits
145496,Rivers/Lakes
193777,Portraits
144726,Rivers/Lakes
193768,Portraits
145325,Seascapes
193786,Portraits
193759,Portraits
193750,Portraits
25519,Rivers/Lakes
191970,Musics
192064,Musics
30943,Dogs
28307,"Marine Art/Maritime"
30949,Dogs
28307,Seascapes
30951,Dogs
28301,"Marine Art/Maritime"
28301,Seascapes
30953,Still-Life
28309,"Marine Art/Maritime"
30957,Tigers
28311,"Marine Art/Maritime"
30959,Dogs
30963,Dogs
30965,Dogs
30965,Portraits
30967,Portraits
28303,"Marine Art/Maritime"
30969,Still-Life
28305,"Marine Art/Maritime"
30971,Still-Life
28305,Seascapes
30973,Deers
188593,Christianity
30973,Still-Life
188598,Christianity
30975,Musics
145774,Summer
30975,Still-Life
204898,Portraits
30977,Dogs
29546,Portraits
30979,Deers
29548,Portraits
30981,Dogs
29550,Portraits
30983,Dogs
29554,Lovers
30985,Tigers
154883,Still-Life
30987,Deers
30993,Dogs
189813,Portraits
189793,Portraits
156550,Flowers
189822,Portraits
189804,Portraits
189831,Portraits
156550,Still-Life
194492,Musics
22977,Cafes/Bars
156534,Flowers
27018,Portraits
156534,Still-Life
27022,Still-Life
156542,Flowers
137345,Autumn/Fall
156542,Still-Life
27483,Autumn/Fall
156558,Still-Life
27487,Architectures
154855,Flowers
27493,Portraits
154855,Still-Life
27495,Portraits
154869,Flowers
150292,Flowers
154869,Still-Life
150325,Musics
194051,Christianity
189851,Autumn/Fall
194022,Christianity
189863,Rivers/Lakes
1368,Christianity
189863,Summer
189873,Bridges
190222,Flowers
190247,Flowers
190257,Flowers
1368,"Jesus Christ"
190141,Winter
1372,Lovers
189933,Bridges
1376,Musics
190327,Winter
1378,Portraits
189973,Churches/Temples/Mosques
1382,Portraits
189983,Churches/Temples/Mosques
20862,Flowers
20868,Flowers
20874,Portraits
20876,Portraits
20878,Portraits
204197,Portraits
20880,Portraits
20882,Portraits
20884,Still-Life
20888,Flowers
20890,Nude
20890,Summer
174225,Dogs
26145,Dogs
26155,Portraits
26157,Portraits
26159,Portraits
174263,Portraits
26163,Lovers
26179,Lovers
26177,Lovers
177900,Dogs
19383,Cafes/Bars
177935,Churches/Temples/Mosques
19389,Architectures
19391,Architectures
19397,Dogs
19399,Dogs
19403,Musics
177907,Nude
19405,Nude
19407,Nude
19409,Nude
19413,Horses
19415,Architectures
177942,Horses
26201,Cafes/Bars
1398,Musics
26203,Dancers
26205,Dancers
1404,Musics
26207,Dancers
1412,Architectures
26209,Dancers
1414,Architectures
26211,Dancers
1420,Musics
194189,Portraits
26213,Dancers
194288,Portraits
26215,Dancers
194297,Portraits
26217,Dancers
26219,Gardens
26221,Gardens
26223,Musics
194198,Portraits
176452,Portraits
176461,Portraits
194270,Portraits
176479,Portraits
194207,Portraits
176497,Portraits
194279,Portraits
194216,Portraits
176506,Portraits
194225,Portraits
30897,Portraits
194234,Portraits
176533,Portraits
194252,Portraits
30899,Portraits
194261,Portraits
176542,Portraits
194304,Portraits
176551,Portraits
194311,Portraits
176560,Portraits
176569,Portraits
176578,Portraits
30901,Portraits
26846,Nude
30903,Portraits
26858,Nude
28449,Musics
28451,Portraits
7733,Still-Life
7735,Still-Life
7737,Still-Life
26872,Nude
7739,Flowers
26876,Portraits
7743,Still-Life
26894,Nude
7747,Still-Life
26904,Portraits
7751,Still-Life
26910,Portraits
204540,Still-Life
26918,Nude
7755,Portraits
18551,Spring
7757,Portraits
18561,Rivers/Lakes
7763,Still-Life
18569,Rivers/Lakes
7765,Still-Life
18571,Churches/Temples/Mosques
7767,Still-Life
18577,Rivers/Lakes
18587,Rivers/Lakes
7769,Still-Life
18589,Rivers/Lakes
7771,Still-Life
198480,Still-Life
7775,Still-Life
7777,Still-Life
18591,Musics
204552,Flowers
18591,Rivers/Lakes
7779,Still-Life
204478,Spring
7781,Still-Life
26378,Nude
7783,Still-Life
7785,Still-Life
7787,Still-Life
28525,Nude
28529,Seascapes
26398,Portraits
28657,Gardens
30931,Deers
190474,"Marine Art/Maritime"
30931,Dogs
190586,Rivers/Lakes
30941,Gardens
190597,Rivers/Lakes
190509,Rivers/Lakes
190575,Rivers/Lakes
190520,Rivers/Lakes
190542,Rivers/Lakes
190553,Rivers/Lakes
190564,Rivers/Lakes
190758,"Marine Art/Maritime"
190740,"Marine Art/Maritime"
190729,"Marine Art/Maritime"
19707,Musics
19707,Still-Life
190749,"Marine Art/Maritime"
19709,Still-Life
184069,Rivers/Lakes
184058,Portraits
19711,Still-Life
184047,Portraits
19713,Still-Life
24371,Portraits
19719,Musics
24373,Churches/Temples/Mosques
19719,Still-Life
24373,Rivers/Lakes
19717,Musics
27521,"Jesus Christ"
19717,Still-Life
27555,Portraits
19721,Musics
28319,Portraits
19721,Still-Life
28321,Portraits
19723,Musics
28323,Portraits
19723,Still-Life
28325,Portraits
19725,Musics
28327,Portraits
19725,Still-Life
152064,Horses
19731,Musics
152325,Horses
151536,Horses
151547,Horses
152020,Horses
19729,Musics
151558,Horses
19733,Musics
151569,Horses
19735,Still-Life
152343,Horses
19737,Still-Life
151580,Horses
168128,Musics
151591,Horses
189348,Musics
152352,Horses
189278,Musics
151602,Dogs
189334,Musics
31720,Portraits
151613,Horses
151624,Horses
23223,Dogs
151635,Horses
23235,Flowers
151646,Horses
23241,Portraits
151657,Horses
23245,Summer
151668,Horses
29990,Dogs
151679,Horses
29992,Nude
152031,Horses
30012,Musics
152109,Horses
123002,Rivers/Lakes
152118,Horses
123114,Bridges
152127,Horses
22466,Winter
151690,Horses
22471,Portraits
27856,"Landscape Art"
20110,Seascapes
199973,"Landscape Art"
20116,Churches/Temples/Mosques
207586,"Landscape Art"
20136,Bridges
27858,"Landscape Art"
20160,Bridges
27860,"Landscape Art"
20162,Seascapes
27860,Rivers/Lakes
138315,Nude
27864,"Landscape Art"
138452,Cafes/Bars
27864,Rivers/Lakes
138507,Nude
27862,"Landscape Art"
124458,Nude
27862,Rivers/Lakes
124431,Nude
27866,"Landscape Art"
148213,Autumn/Fall
27868,"Landscape Art"
148235,Gardens
27870,"Landscape Art"
148279,Winter
27872,"Landscape Art"
148301,Autumn/Fall
148312,Autumn/Fall
27872,Rivers/Lakes
27872,Summer
148334,Rivers/Lakes
148712,Cafes/Bars
148378,Cafes/Bars
148510,Cafes/Bars
148389,Cafes/Bars
27874,"Landscape Art"
148433,Rivers/Lakes
27876,"Landscape Art"
148519,Autumn/Fall
27876,Seascapes
148546,Still-Life
27878,"Landscape Art"
147830,Winter
207595,"Landscape Art"
148822,Cafes/Bars
31798,Portraits
147918,Spring
187658,Portraits
136361,"Landscape Art"
187730,Portraits
136361,Winter
187721,Portraits
136416,Autumn/Fall
187703,Portraits
137028,Autumn/Fall
187694,Portraits
137198,Autumn/Fall
137198,"Landscape Art"
137037,Autumn/Fall
136405,Autumn/Fall
187712,Portraits
136471,Churches/Temples/Mosques
187667,Portraits
136504,Rivers/Lakes
187757,Portraits
136559,Summer
187685,Portraits
136581,Flowers
187676,Portraits
136581,Summer
198519,Bridges
23436,Portraits
136150,Bridges
23434,Portraits
31834,Rivers/Lakes
23438,Portraits
23440,Portraits
188017,Portraits
188026,Portraits
32022,Autumn/Fall
188008,Portraits
171964,Flowers
188035,Portraits
171964,Still-Life
188044,Portraits
171973,Flowers
23442,Portraits
171973,Still-Life
23444,Portraits
1940,Christianity
1940,"Jesus Christ"
1942,Portraits
1946,Portraits
1950,Portraits
1956,Christianity
119619,"Jesus Christ"
119619,Portraits
1962,Christianity
1962,"Jesus Christ"
1960,Christianity
1960,"Jesus Christ"
1964,Christianity
1966,Christianity
1968,Christianity
136283,Nude
136166,"Marine Art/Maritime"
136193,Rivers/Lakes
136202,Rivers/Lakes
136211,Rivers/Lakes
136220,"Marine Art/Maritime"
136229,"Marine Art/Maritime"
136316,"Marine Art/Maritime"
136238,"Marine Art/Maritime"
136247,"Marine Art/Maritime"
136256,"Marine Art/Maritime"
136274,"Marine Art/Maritime"
29816,"Abstract/Modern Art"
29818,"Abstract/Modern Art"
29820,"Abstract/Modern Art"
29822,"Abstract/Modern Art"
29824,"Abstract/Modern Art"
29826,"Abstract/Modern Art"
29828,"Abstract/Modern Art"
29834,"Abstract/Modern Art"
29832,"Abstract/Modern Art"
29830,"Abstract/Modern Art"
29836,"Abstract/Modern Art"
29838,"Abstract/Modern Art"
172000,"Landscape Art"
29840,"Abstract/Modern Art"
29844,"Abstract/Modern Art"
27038,"Marine Art/Maritime"
29846,"Abstract/Modern Art"
27040,"Marine Art/Maritime"
29848,"Abstract/Modern Art"
27042,"Marine Art/Maritime"
27042,Seascapes
29850,"Abstract/Modern Art"
27044,"Marine Art/Maritime"
29852,"Abstract/Modern Art"
27046,"Marine Art/Maritime"
29854,"Abstract/Modern Art"
27048,"Marine Art/Maritime"
29856,"Abstract/Modern Art"
27050,"Marine Art/Maritime"
29858,"Abstract/Modern Art"
27052,"Marine Art/Maritime"
29860,"Abstract/Modern Art"
124600,Autumn/Fall
29842,"Abstract/Modern Art"
124618,Rivers/Lakes
29864,"Abstract/Modern Art"
124618,Summer
29862,"Abstract/Modern Art"
29866,"Abstract/Modern Art"
29868,"Abstract/Modern Art"
29870,"Abstract/Modern Art"
124665,Autumn/Fall
29872,"Abstract/Modern Art"
29874,"Abstract/Modern Art"
22432,Gardens
22450,Lovers
124627,Autumn/Fall
22450,Nude
124636,Summer
27060,Christianity
31984,Portraits
27064,Christianity
31986,Portraits
25489,Bridges
31988,Portraits
25489,Winter
31990,Portraits
25491,Rivers/Lakes
31992,Portraits
25493,Winter
5273,Autumn/Fall
25495,Winter
5273,Gardens
25497,Winter
5291,Rivers/Lakes
30120,Architectures
5305,Flowers
30124,Churches/Temples/Mosques
5305,Gardens
30130,Architectures
30132,Architectures
30134,Architectures
139741,Flowers
5315,Churches/Temples/Mosques
141512,Flowers
204420,Portraits
139752,Flowers
204431,Portraits
139763,Flowers
23686,Nude
140346,Gardens
204442,Portraits
141530,Still-Life
23704,Portraits
139774,Flowers
23706,Portraits
140390,Rivers/Lakes
140423,Rivers/Lakes
141359,Flowers
23708,Portraits
139785,Flowers
23710,Portraits
139796,Flowers
31928,"U.S. Presidents"
139807,Flowers
31930,"U.S. Presidents"
139840,Flowers
31932,"U.S. Presidents"
140434,Flowers
31934,"U.S. Presidents"
141368,Flowers
139818,Flowers
141377,Flowers
139829,Flowers
200944,Christianity
139851,Flowers
200944,Portraits
139862,Flowers
31936,"U.S. Presidents"
139895,Flowers
31938,"U.S. Presidents"
30335,Flowers
31946,Portraits
30335,Still-Life
31948,Portraits
123931,Flowers
31950,Dogs
123895,Flowers
31952,Portraits
123906,Nude
31954,Portraits
123884,Flowers
31964,"U.S. Presidents"
23872,Nude
29350,Portraits
23870,Nude
29352,Portraits
23876,"Jesus Christ"
29354,Portraits
23880,"Jesus Christ"
23882,Christianity
23882,"Jesus Christ"
23884,Nude
23894,Deers
23925,Christianity
23927,Christianity
21058,"Marine Art/Maritime"
29356,Portraits
21060,"Marine Art/Maritime"
31994,Portraits
21060,Rivers/Lakes
31996,Portraits
21062,"Marine Art/Maritime"
31998,Portraits
21064,"Jesus Christ"
32000,Portraits
21064,"Marine Art/Maritime"
32000,"U.S. Presidents"
21064,Seascapes
32002,Portraits
21066,"Marine Art/Maritime"
188112,Portraits
21066,Seascapes
199200,Portraits
21068,"Marine Art/Maritime"
199210,Portraits
24139,Flowers
19569,Nude
19577,Nude
21070,"Marine Art/Maritime"
21070,Seascapes
21072,"Marine Art/Maritime"
19605,Nude
21072,Portraits
19609,Dancers
21074,"Marine Art/Maritime"
19617,Spring
21074,Portraits
19631,Nude
21076,"Marine Art/Maritime"
20504,Spring
21076,Portraits
20520,Nude
21078,"Marine Art/Maritime"
21080,"Marine Art/Maritime"
21082,"Marine Art/Maritime"
21082,Seascapes
20536,Lovers
21084,"Marine Art/Maritime"
20556,Flowers
20558,Lovers
121963,Portraits
121974,Portraits
21086,"Marine Art/Maritime"
121985,Portraits
177344,Churches/Temples/Mosques
121996,Portraits
26191,Churches/Temples/Mosques
26193,Churches/Temples/Mosques
122955,Portraits
122966,Portraits
176851,Portraits
122007,Portraits
122018,Portraits
122029,Portraits
24117,Nude
122051,Portraits
24117,Portraits
122040,Portraits
122977,Portraits
175698,Portraits
181576,"Abstract/Modern Art"
24463,Portraits
24465,Portraits
121827,Portraits
121282,Portraits
121838,Portraits
181855,"Abstract/Modern Art"
121849,Portraits
181331,"Abstract/Modern Art"
181813,"Abstract/Modern Art"
181941,"Abstract/Modern Art"
121317,Portraits
121326,Portraits
121295,Portraits
121306,Portraits
181827,"Abstract/Modern Art"
6392,Bridges
6398,Bridges
6404,Horses
6408,Seascapes
6432,Summer
6440,Bridges
181841,"Abstract/Modern Art"
6444,Rivers/Lakes
6446,Rivers/Lakes
184932,Portraits
181427,"Abstract/Modern Art"
181743,"Abstract/Modern Art"
181349,"Abstract/Modern Art"
31824,Portraits
19685,Still-Life
19687,Still-Life
19689,Still-Life
181873,"Abstract/Modern Art"
19691,Still-Life
19693,Still-Life
181499,"Abstract/Modern Art"
181798,"Abstract/Modern Art"
19695,Still-Life
19697,Still-Life
19703,Still-Life
19701,Still-Life
19705,Still-Life
181412,"Abstract/Modern Art"
181562,"Abstract/Modern Art"
181441,"Abstract/Modern Art"
141842,Rivers/Lakes
142490,Rivers/Lakes
181594,"Abstract/Modern Art"
141713,Rivers/Lakes
181457,"Abstract/Modern Art"
181784,"Abstract/Modern Art"
141853,Rivers/Lakes
141875,Seascapes
141886,Rivers/Lakes
141907,Rivers/Lakes
141722,Winter
181396,"Abstract/Modern Art"
141918,Rivers/Lakes
181533,"Abstract/Modern Art"
141929,Rivers/Lakes
181483,"Abstract/Modern Art"
141951,Seascapes
141973,Rivers/Lakes
181891,"Abstract/Modern Art"
141995,Autumn/Fall
181517,"Abstract/Modern Art"
141995,Gardens
141740,Winter
142028,Seascapes
142050,Churches/Temples/Mosques
181547,"Abstract/Modern Art"
133119,Rivers/Lakes
133141,Nude
133178,Rivers/Lakes
133178,Spring
181761,"Abstract/Modern Art"
134858,Rivers/Lakes
181363,"Abstract/Modern Art"
134454,Flowers
134465,Flowers
134476,Flowers
134016,Seascapes
133233,Rivers/Lakes
181909,"Abstract/Modern Art"
27940,"Marine Art/Maritime"
20028,Spring
27942,"Marine Art/Maritime"
20032,Seascapes
27944,"Marine Art/Maritime"
20036,Spring
27946,"Marine Art/Maritime"
20040,Flowers
27948,"Marine Art/Maritime"
20042,Flowers
27950,"Marine Art/Maritime"
20052,Spring
27952,"Marine Art/Maritime"
20054,Flowers
